name;description;price;categories;quantity;image1;image2;source_url;color;material;;;;;
Elec SV 1/2 Zip Neck Women's;Elec SV 1/2 Zip Neck Women's;1418;Clothing>Women;5;images\elec-sv-1-2-zip-neck-womens-1.jpg;images\elec-sv-1-2-zip-neck-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/elec-sv-1-2-zip-neck-0091;Black;;;;;;
Emaris Relaxed Jacket Women's;Emaris Relaxed Jacket Women's;3038;Clothing>Women;5;images\emaris-relaxed-jacket-womens-1.jpg;images\emaris-relaxed-jacket-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/emaris-relaxed-jacket-0089;Black;GORE-TEX;;;;;
Emblem Fleece Crew Neck Pullover Women's;Emblem Fleece Crew Neck Pullover Women's;446;Clothing>Women;5;images\emblem-fleece-crew-neck-pullover-womens-1.jpg;images\emblem-fleece-crew-neck-pullover-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/emblem-fleece-crew-neck-pullover;Red;Polyester;;;;;
Emblem Fleece Hoody Women's;Emblem Fleece Hoody Women's;527;Clothing>Women;5;images\emblem-fleece-hoody-womens-1.jpg;images\emblem-fleece-hoody-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/emblem-fleece-hoody-9786;Red;Polyester;;;;;
Emblem Fleece Jogger Women's;Emblem Fleece Jogger Women's;446;Clothing>Women;5;images\emblem-fleece-jogger-womens-1.jpg;images\emblem-fleece-jogger-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/emblem-fleece-jogger-9785;Red;Polyester;;;;;
Entasis Insulated Coat Women's;Entasis Insulated Coat Women's;4050;Clothing>Women;5;images\entasis-insulated-coat-womens-1.jpg;images\entasis-insulated-coat-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/entasis-insulated-coat-9125;Black;GORE-TEX;;;;;
"Essent High-Rise Utility Legging 26"" Women's";"Essent High-Rise Utility Legging 26"" Women's";567;Clothing>Women;5;images\essent-high-rise-utility-legging-26-womens-1.jpg;images\essent-high-rise-utility-legging-26-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/essent-high-rise-utility-legging-26;Black;;;;;;
"Essent High-Rise Utility Short 6"" Women's";"Essent High-Rise Utility Short 6"" Women's";365;Clothing>Women;5;images\essent-high-rise-utility-short-6-womens-1.jpg;images\essent-high-rise-utility-short-6-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/essent-high-rise-utility-short-6;Red;Nylon;;;;;
"Essent High-Rise Utility Short 8"" Women's";"Essent High-Rise Utility Short 8"" Women's";365;Clothing>Women;5;images\essent-high-rise-utility-short-8-womens-1.jpg;images\essent-high-rise-utility-short-8-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/essent-high-rise-utility-short-8-9522;Red;;;;;;
Focal Hoody Women's;Focal Hoody Women's;1620;Clothing>Women;5;images\focal-hoody-womens-1.jpg;images\focal-hoody-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/focal-hoody-0623;Red;Nylon;;;;;
Frame Crew Neck Shirt LS Women's;Frame Crew Neck Shirt LS Women's;810;Clothing>Women;5;images\frame-crew-neck-shirt-ls-womens-1.jpg;images\frame-crew-neck-shirt-ls-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/frame-crew-neck-shirt-ls;Red;Merino;;;;;
Frame Shirt SS Women's;Frame Shirt SS Women's;608;Clothing>Women;5;images\frame-shirt-ss-womens-1.jpg;images\frame-shirt-ss-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/frame-shirt-ss;Black;Merino;;;;;
Gamma Hoody Women's;Gamma Hoody Women's;1215;Clothing>Women;5;images\gamma-hoody-womens-1.jpg;images\gamma-hoody-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/gamma-hoody-0561;Red;;;;;;
Gamma Hybrid Pant Women's;Gamma Hybrid Pant Women's;729;Clothing>Women;5;images\gamma-hybrid-pant-womens-1.jpg;images\gamma-hybrid-pant-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/gamma-hybrid-pant;Red;Nylon;;;;;
Gamma MX Coat Women's;Gamma MX Coat Women's;1823;Clothing>Women;5;images\gamma-mx-coat-womens-1.jpg;images\gamma-mx-coat-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/gamma-mx-coat-9851;Black;;;;;;
Gamma MX Hoody Women's;Gamma MX Hoody Women's;1620;Clothing>Women;5;images\gamma-mx-hoody-womens-1.jpg;images\gamma-mx-hoody-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/gamma-mx-hoody-9456;Red;;;;;;
Gamma MX Pant Women's;Gamma MX Pant Women's;1215;Clothing>Women;5;images\gamma-mx-pant-womens-1.jpg;images\gamma-mx-pant-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/gamma-mx-pant-8467;Black;;;;;;
Gamma MX Straight Leg Pant Women's;Gamma MX Straight Leg Pant Women's;1215;Clothing>Women;5;images\gamma-mx-straight-leg-pant-womens-1.jpg;images\gamma-mx-straight-leg-pant-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/gamma-mx-straight-leg-pant-8907;Black;;;;;;
Gamma Pant Women's;Gamma Pant Women's;810;Clothing>Women;5;images\gamma-pant-womens-1.jpg;images\gamma-pant-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/gamma-pant-0033;Black;Nylon;;;;;
Gamma SL Pant Women's;Gamma SL Pant Women's;648;Clothing>Women;5;images\gamma-sl-pant-womens-1.jpg;images\gamma-sl-pant-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/gamma-sl-pant-0034;Red;;;;;;
Gamma Tapered Pant Women's;Gamma Tapered Pant Women's;810;Clothing>Women;5;images\gamma-tapered-pant-womens-1.jpg;images\gamma-tapered-pant-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/gamma-tapered-pant-0044;Red;;;;;;
Gamma Utility Pant Women's;Gamma Utility Pant Women's;810;Clothing>Women;5;images\gamma-utility-pant-womens-1.jpg;images\gamma-utility-pant-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/gamma-utility-pant-0035;Black;Nylon;;;;;
Hallam Merino Wool Crew Neck Women's;Hallam Merino Wool Crew Neck Women's;729;Clothing>Women;5;images\hallam-merino-wool-crew-neck-womens-1.jpg;images\hallam-merino-wool-crew-neck-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/hallam-merino-wool-crew-neck;Red;Polyester;;;;;
Hallam Merino Wool Hoody Women's;Hallam Merino Wool Hoody Women's;891;Clothing>Women;5;images\hallam-merino-wool-hoody-womens-1.jpg;images\hallam-merino-wool-hoody-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/hallam-merino-wool-hoody;Red;Polyester;;;;;
Icosa Dress Women's;Icosa Dress Women's;2025;Clothing>Women;5;images\icosa-dress-womens-1.jpg;images\icosa-dress-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/icosa-dress;Black;Polyester;;;;;
Ifora Coat Women's;Ifora Coat Women's;4860;Clothing>Women;5;images\ifora-coat-womens-1.jpg;images\ifora-coat-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/ifora-coat-9877;Red;GORE-TEX;;;;;
Ifora Down Jacket Women's;Ifora Down Jacket Women's;6480;Clothing>Women;5;images\ifora-down-jacket-womens-1.jpg;images\ifora-down-jacket-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/ifora-down-jacket-9874;Red;GORE-TEX;;;;;
Ifora Down Parka Women's;Ifora Down Parka Women's;7290;Clothing>Women;5;images\ifora-down-parka-womens-1.jpg;images\ifora-down-parka-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/ifora-down-parka-9875;Red;GORE-TEX;;;;;
Ifora Jacket Women's;Ifora Jacket Women's;4050;Clothing>Women;5;images\ifora-jacket-womens-1.jpg;images\ifora-jacket-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/ifora-jacket-9524;Red;GORE-TEX;;;;;
Incendia Jacket Women's;Incendia Jacket Women's;3645;Clothing>Women;5;images\incendia-jacket-womens-1.jpg;images\incendia-jacket-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/incendia-jacket-9862;Black;GORE-TEX;;;;;
Incendia One Piece Women's;Incendia One Piece Women's;5670;Clothing>Women;5;images\incendia-one-piece-womens-1.jpg;images\incendia-one-piece-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/incendia-one-piece-9861;Black;GORE-TEX;;;;;
Incendia Pant Women's;Incendia Pant Women's;2835;Clothing>Women;5;images\incendia-pant-womens-1.jpg;images\incendia-pant-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/incendia-pant-9860;;GORE-TEX;;;;;
Incendo Airshell Hoody Women's;Incendo Airshell Hoody Women's;972;Clothing>Women;5;images\incendo-airshell-hoody-womens-1.jpg;images\incendo-airshell-hoody-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/incendo-airshell-hoody;Red;Nylon;;;;;
Khara Pant Women's;Khara Pant Women's;1418;Clothing>Women;5;images\khara-pant-womens-1.jpg;images\khara-pant-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/khara-pant;Black;;;;;;
Konseal GTX Shoe Women's;Konseal GTX Shoe Women's;891;Footwear>Women;5;images\konseal-gtx-shoe-womens-1.jpg;images\konseal-gtx-shoe-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/konseal-gtx-shoe-9972;;GORE-TEX;;;;;
Konseal Shoe Women's;Konseal Shoe Women's;770;Footwear>Women;5;images\konseal-shoe-womens-1.jpg;images\konseal-shoe-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/konseal-shoe-9970;Black;;;;;;
Kopec GTX Shoe Women's;Kopec GTX Shoe Women's;729;Footwear>Women;5;images\kopec-gtx-shoe-womens-1.jpg;images\kopec-gtx-shoe-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/kopec-gtx-shoe-0028;;GORE-TEX;;;;;
Kopec Mid GTX Boot Women's;Kopec Mid GTX Boot Women's;810;Footwear>Women;5;images\kopec-mid-gtx-boot-womens-1.jpg;images\kopec-mid-gtx-boot-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/kopec-mid-gtx-boot-0031;Black;GORE-TEX;;;;;
Kragg Cotton Bird Crew Neck Shirt LS Women's;Kragg Cotton Bird Crew Neck Shirt LS Women's;324;Clothing>Women;5;images\kragg-cotton-bird-crew-neck-shirt-ls-womens-1.jpg;images\kragg-cotton-bird-crew-neck-shirt-ls-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/kragg-cotton-bird-crew-neck-shirt-ls-8469;;Cotton;;;;;
Kragg Cotton Bird Tile Crew Shirt SS Women's;Kragg Cotton Bird Tile Crew Shirt SS Women's;324;Clothing>Women;5;images\kragg-cotton-bird-tile-crew-shirt-ss-womens-1.jpg;images\kragg-cotton-bird-tile-crew-shirt-ss-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/kragg-cotton-bird-tile-crew-shirt-ss-9499;Black;Cotton;;;;;
Kragg Cotton Little Bird Crew Shirt SS Women's;Kragg Cotton Little Bird Crew Shirt SS Women's;284;Clothing>Women;5;images\kragg-cotton-little-bird-crew-shirt-ss-womens-1.jpg;images\kragg-cotton-little-bird-crew-shirt-ss-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/kragg-cotton-little-bird-crew-neck-shirt-ss-8468;;Cotton;;;;;
Kragg Cotton Pant Women's;Kragg Cotton Pant Women's;729;Clothing>Women;5;images\kragg-cotton-pant-womens-1.jpg;images\kragg-cotton-pant-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/kragg-cotton-pant-9513;Red;Cotton;;;;;
"Kragg Cotton Short 9"" Women's";"Kragg Cotton Short 9"" Women's";486;Clothing>Women;5;images\kragg-cotton-short-9-womens-1.jpg;images\kragg-cotton-short-9-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/kragg-cotton-short-9-9519;;Down;;;;;
Kragg Insulated Shoe Women's;Kragg Insulated Shoe Women's;729;Footwear>Women;5;images\kragg-insulated-shoe-womens-1.jpg;images\kragg-insulated-shoe-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/kragg-insulated-shoe-9210;Red;;;;;;
Kragg Multi Shoe Women's;Kragg Multi Shoe Women's;729;Footwear>Women;5;images\kragg-multi-shoe-womens-1.jpg;images\kragg-multi-shoe-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/kragg-multi-shoe-0406;Red;Down;;;;;
Kragg Shoe Women's;Kragg Shoe Women's;648;Footwear>Women;5;images\kragg-shoe-womens-1.jpg;images\kragg-shoe-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/kragg-shoe-0111;Red;Down;;;;;
Kragg SL Cotton Blurred Bird Crew Shirt SS Women's;Kragg SL Cotton Blurred Bird Crew Shirt SS Women's;284;Clothing>Women;5;images\kragg-sl-cotton-blurred-bird-crew-shirt-ss-womens-1.jpg;images\kragg-sl-cotton-blurred-bird-crew-shirt-ss-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/kragg-sl-cotton-blurred-bird-crew-shirt-ss-9500;Red;Cotton;;;;;
Kragg SL Cotton Emblem Crew Shirt SS Women's;Kragg SL Cotton Emblem Crew Shirt SS Women's;243;Clothing>Women;5;images\kragg-sl-cotton-emblem-crew-shirt-ss-womens-1.jpg;images\kragg-sl-cotton-emblem-crew-shirt-ss-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/kragg-sl-cotton-emblem-crew-shirt-ss-9502;;Cotton;;;;;
Kyanite Baselayer Bottom Women's;Kyanite Baselayer Bottom Women's;486;Clothing>Women;5;images\kyanite-baselayer-bottom-womens-1.jpg;images\kyanite-baselayer-bottom-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/kyanite-baselayer-bottom-9066;Red;Nylon;;;;;
Kyanite Baselayer Crew Neck Women's;Kyanite Baselayer Crew Neck Women's;486;Clothing>Women;5;images\kyanite-baselayer-crew-neck-womens-1.jpg;images\kyanite-baselayer-crew-neck-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/kyanite-baselayer-crew-neck-9048;Black;Nylon;;;;;
Kyanite Baselayer Zip Neck Women's;Kyanite Baselayer Zip Neck Women's;567;Clothing>Women;5;images\kyanite-baselayer-zip-neck-womens-1.jpg;images\kyanite-baselayer-zip-neck-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/kyanite-baselayer-zip-neck-9065;;Nylon;;;;;
Kyanite Hoody Women's;Kyanite Hoody Women's;810;Clothing>Women;5;images\kyanite-hoody-womens-1.jpg;images\kyanite-hoody-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/kyanite-hoody-8535;;Nylon;;;;;
Kyanite Jacket Women's;Kyanite Jacket Women's;729;Clothing>Women;5;images\kyanite-jacket-womens-1.jpg;images\kyanite-jacket-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/kyanite-jacket-8516;;Nylon;;;;;
Kyanite LT Hoody Women's;Kyanite LT Hoody Women's;608;Clothing>Women;5;images\kyanite-lt-hoody-womens-1.jpg;images\kyanite-lt-hoody-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/kyanite-lt-hoody-9645;Black;;;;;;
Lana Merino Wool Crew Shirt SS Women's;Lana Merino Wool Crew Shirt SS Women's;365;Clothing>Women;5;images\lana-merino-wool-crew-shirt-ss-womens-1.jpg;images\lana-merino-wool-crew-shirt-ss-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/lana-merino-wool-crew-shirt-ss-9495;;Nylon;;;;;
Lana Merino Wool Tank Women's;Lana Merino Wool Tank Women's;324;Clothing>Women;5;images\lana-merino-wool-tank-womens-1.jpg;images\lana-merino-wool-tank-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/lana-merino-wool-tank-9496;Black;Nylon;;;;;
Leutia Pant Women's;Leutia Pant Women's;972;Clothing>Women;5;images\leutia-pant-womens-1.jpg;images\leutia-pant-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/leutia-pant-0090;Red;;;;;;
Liatris Down Jacket Women's;Liatris Down Jacket Women's;3443;Clothing>Women;5;images\liatris-down-jacket-womens-1.jpg;images\liatris-down-jacket-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/liatris-down-jacket-9859;Black;GORE-TEX;;;;;
Liatris Jacket Women's;Liatris Jacket Women's;2633;Clothing>Women;5;images\liatris-jacket-womens-1.jpg;images\liatris-jacket-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/liatris-jacket-9467;Black;GORE-TEX;;;;;
Liatris Long Coat Women's;Liatris Long Coat Women's;3038;Clothing>Women;5;images\liatris-long-coat-womens-1.jpg;images\liatris-long-coat-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/liatris-long-coat-9097;Red;GORE-TEX;;;;;
Limina Insulated Jacket Women's;Limina Insulated Jacket Women's;2025;Clothing>Women;5;images\limina-insulated-jacket-womens-1.jpg;images\limina-insulated-jacket-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/limina-insulated-jacket-9131;Red;;;;;;
Limina Softshell Jacket Women's;Limina Softshell Jacket Women's;2430;Clothing>Women;5;images\limina-softshell-jacket-womens-1.jpg;images\limina-softshell-jacket-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/limina-softshell-jacket-9475;Red;;;;;;
Lota Gore Skirt Women's;Lota Gore Skirt Women's;2025;Clothing>Women;5;images\lota-gore-skirt-womens-1.jpg;images\lota-gore-skirt-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/lota-gore-skirt-8206;Black;GORE-TEX;;;;;
Lota Skirt Women's;Lota Skirt Women's;1620;Clothing>Women;5;images\lota-skirt-womens-1.jpg;images\lota-skirt-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/lota-skirt-9606;Black;Nylon;;;;;
Nia Pant Women's;Nia Pant Women's;891;Clothing>Women;5;images\nia-pant-womens-1.jpg;images\nia-pant-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/nia-pant-0086;;;;;;;
Norvan 4 Nivalis GTX Grotto Shoe Women's;Norvan 4 Nivalis GTX Grotto Shoe Women's;1053;Footwear>Women;5;images\norvan-4-nivalis-gtx-grotto-shoe-womens-1.jpg;images\norvan-4-nivalis-gtx-grotto-shoe-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/norvan-4-nivalis-grotto-shoe-0174;;GORE-TEX;;;;;
Norvan 4 Nivalis GTX Shoe Women's;Norvan 4 Nivalis GTX Shoe Women's;1013;Footwear>Women;5;images\norvan-4-nivalis-gtx-shoe-womens-1.jpg;images\norvan-4-nivalis-gtx-shoe-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/norvan-4-nivalis-shoe-9967;Black;GORE-TEX;;;;;
Norvan Crew Neck Shirt SS Women's;Norvan Crew Neck Shirt SS Women's;365;Clothing>Women;5;images\norvan-crew-neck-shirt-ss-womens-1.jpg;images\norvan-crew-neck-shirt-ss-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/norvan-crew-neck-shirt-ss;Red;;;;;;
Norvan Crew Shirt LS Women's;Norvan Crew Shirt LS Women's;405;Clothing>Women;5;images\norvan-crew-shirt-ls-womens-1.jpg;images\norvan-crew-shirt-ls-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/norvan-crew-shirt-ls-0259;Red;Polyester;;;;;
Norvan Insulated Hoody Women's;Norvan Insulated Hoody Women's;1215;Clothing>Women;5;images\norvan-insulated-hoody-womens-1.jpg;images\norvan-insulated-hoody-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/norvan-insulated-hoody-8528;Black;;;;;;
Norvan Insulated Pant Women's;Norvan Insulated Pant Women's;810;Clothing>Women;5;images\norvan-insulated-pant-womens-1.jpg;images\norvan-insulated-pant-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/norvan-insulated-pant-8471;Black;Nylon;;;;;
Norvan Jacket Women's;Norvan Jacket Women's;1823;Clothing>Women;5;images\norvan-jacket-womens-1.jpg;images\norvan-jacket-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/norvan-jacket-9469;Black;GORE-TEX;;;;;
Norvan LD 4 GTX Shoe Women's;Norvan LD 4 GTX Shoe Women's;810;Footwear>Women;5;images\norvan-ld-4-gtx-shoe-womens-1.jpg;images\norvan-ld-4-gtx-shoe-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/norvan-ld-4-gtx-shoe-0399;;GORE-TEX;;;;;
Norvan LD 4 Shoe Women's;Norvan LD 4 Shoe Women's;689;Footwear>Women;5;images\norvan-ld-4-shoe-womens-1.jpg;images\norvan-ld-4-shoe-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/norvan-ld-4-shoe-0400;White;Down;;;;;
Norvan Legging Women's;Norvan Legging Women's;567;Clothing>Women;5;images\norvan-legging-womens-1.jpg;images\norvan-legging-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/norvan-legging-9842;Black;;;;;;
"Norvan Short 3"" Women's";"Norvan Short 3"" Women's";365;Clothing>Women;5;images\norvan-short-3-womens-1.jpg;images\norvan-short-3-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/norvan-short-3;Black;Polyester;;;;;
"Norvan Short 5"" Women's";"Norvan Short 5"" Women's";365;Clothing>Women;5;images\norvan-short-5-womens-1.jpg;images\norvan-short-5-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/norvan-short-5;Red;Polyester;;;;;
Norvan Tank Women's;Norvan Tank Women's;324;Clothing>Women;5;images\norvan-tank-womens-1.jpg;images\norvan-tank-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/norvan-tank;Black;;;;;;
Nuclei Pant Women's;Nuclei Pant Women's;1418;Clothing>Women;5;images\nuclei-pant-womens-1.jpg;images\nuclei-pant-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/nuclei-pant-9113;Black;Nylon;;;;;
Olera Crew Neck Pullover Women's;Olera Crew Neck Pullover Women's;648;Clothing>Women;5;images\olera-crew-neck-pullover-womens-1.jpg;images\olera-crew-neck-pullover-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/olera-crew-neck-pullover-9846;;;;;;;
Olera Zip Neck Women's;Olera Zip Neck Women's;729;Clothing>Women;5;images\olera-zip-neck-womens-1.jpg;images\olera-zip-neck-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/olera-zip-neck-9847;;;;;;;
Palister Dress Women's;Palister Dress Women's;1620;Clothing>Women;5;images\palister-dress-womens-1.jpg;images\palister-dress-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/palister-dress;Black;Nylon;;;;;
Patera Parka Women's;Patera Parka Women's;3240;Clothing>Women;5;images\patera-parka-womens-1.jpg;images\patera-parka-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/patera-parka-9949;Black;GORE-TEX;;;;;
Practitioner AR Hoody Women's;Practitioner AR Hoody Women's;1337;Clothing>Women;5;images\practitioner-ar-hoody-womens-1.jpg;images\practitioner-ar-hoody-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/practitioner-ar-hoody;;;;;;;
Proton Heavyweight Hoody Women's;Proton Heavyweight Hoody Women's;1620;Clothing>Women;5;images\proton-heavyweight-hoody-womens-1.jpg;images\proton-heavyweight-hoody-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/proton-heavyweight-hoody-0588;Red;;;;;;
Proton Hoody Women's;Proton Hoody Women's;1418;Clothing>Women;5;images\proton-hoody-womens-1.jpg;images\proton-hoody-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/proton-hoody-9095;Black;;;;;;
Proton SL Hoody Women's;Proton SL Hoody Women's;1134;Clothing>Women;5;images\proton-sl-hoody-womens-1.jpg;images\proton-sl-hoody-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/proton-sl-hoody-9508;Green;;;;;;
Psiphon Hoody Women's;Psiphon Hoody Women's;1418;Clothing>Women;5;images\psiphon-hoody-womens-1.jpg;images\psiphon-hoody-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/psiphon-hoody-9515;Black;;;;;;
Psiphon Pant Women's;Psiphon Pant Women's;972;Clothing>Women;5;images\psiphon-pant-womens-1.jpg;images\psiphon-pant-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/psiphon-pant-9505;Black;;;;;;
Rho Boot Cut Bottom Women's;Rho Boot Cut Bottom Women's;365;Footwear>Women;5;images\rho-boot-cut-bottom-womens-1.jpg;images\rho-boot-cut-bottom-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/rho-boot-cut-bottom;Black;;;;;;
Rho Bottom Women's;Rho Bottom Women's;405;Clothing>Women;5;images\rho-bottom-womens-1.jpg;images\rho-bottom-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/rho-bottom;Red;;;;;;
Rho Bottom Women's;Rho Bottom Women's;405;Clothing>Women;5;images\rho-bottom-womens-1.jpg;images\rho-bottom-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/rho-bottom-0534;Red;;;;;;
Rho Crew Neck LS Women's;Rho Crew Neck LS Women's;405;Clothing>Women;5;images\rho-crew-neck-ls-womens-1.jpg;images\rho-crew-neck-ls-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/rho-crew-neck-ls-8472;Red;;;;;;
Rho Hoody Women's;Rho Hoody Women's;486;Clothing>Women;5;images\rho-hoody-womens-1.jpg;images\rho-hoody-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/rho-hoody;;Polyester;;;;;
Rho Hybrid Insulated Bottom Women's;Rho Hybrid Insulated Bottom Women's;729;Clothing>Women;5;images\rho-hybrid-insulated-bottom-womens-1.jpg;images\rho-hybrid-insulated-bottom-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/rho-hybrid-insulated-bottom-8473;Red;Nylon;;;;;
Rho Zip Neck Women's;Rho Zip Neck Women's;486;Clothing>Women;5;images\rho-zip-neck-womens-1.jpg;images\rho-zip-neck-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/rho-zip-neck-0535;Red;;;;;;
Rula T-Shirt SS Women's;Rula T-Shirt SS Women's;284;Clothing>Women;5;images\rula-t-shirt-ss-womens-1.jpg;images\rula-t-shirt-ss-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/rula-t-shirt-ss-0087;Black;Polyester;;;;;
Rush Bib Pant Women's;Rush Bib Pant Women's;3038;Clothing>Women;5;images\rush-bib-pant-womens-1.jpg;images\rush-bib-pant-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/rush-bib-pant-9857;Black;GORE-TEX;;;;;
Rush Jacket Women's;Rush Jacket Women's;3240;Clothing>Women;5;images\rush-jacket-womens-1.jpg;images\rush-jacket-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/rush-jacket-9856;;GORE-TEX;;;;;
Satoro Merino Wool Bottom Women's;Satoro Merino Wool Bottom Women's;486;Clothing>Women;5;images\satoro-merino-wool-bottom-womens-1.jpg;images\satoro-merino-wool-bottom-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/satoro-merino-wool-bottom-9321;Black;Merino;;;;;
Satoro Merino Wool Crew Neck LS Women's;Satoro Merino Wool Crew Neck LS Women's;486;Clothing>Women;5;images\satoro-merino-wool-crew-neck-ls-womens-1.jpg;images\satoro-merino-wool-crew-neck-ls-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/satoro-merino-wool-crew-neck-ls-8474;Black;Merino;;;;;
Satoro Merino Wool Hoody Women's;Satoro Merino Wool Hoody Women's;567;Clothing>Women;5;images\satoro-merino-wool-hoody-womens-1.jpg;images\satoro-merino-wool-hoody-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/satoro-merino-wool-hoody-9044;Red;Down;;;;;
Satoro SL Merino Wool Bottom Women's;Satoro SL Merino Wool Bottom Women's;486;Clothing>Women;5;images\satoro-sl-merino-wool-bottom-womens-1.jpg;images\satoro-sl-merino-wool-bottom-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/satoro-sl-merino-wool-bottom-9043;Black;Nylon;;;;;
